Obesity data- http://www.cdc.gov/obesity/data/table-adults.html ( 2014),,,,,,,,,,,
,,,,,,,,,,,
MEDHHINC 2010- Median Household Income ( 2010),,,,,,,,,,,
" Fast-food restaurants/1,000 pop (% change), 2007-12- (PCH_FFRPTH_07_12)                              Farmers' markets/1,000 pop (% change), 2009-13 (PCH_FMRKTPTH_09_13)                                    Grocery stores/1,000 pop (% change), 2007-12 (PCH_GROCPTH_07_12)                                   Supercenters & club stores (% change), 2007-12 ( PCH_SUPERC_07_12)                                 Convenience Stores ( % change), 2007-2012 (PCH_CONVSPTH_07_12)      ",,,,,,,,,,,
FIPS Code,State,POVRATE10,Obesity (%),MEDHHINC10,PCH_FFRPTH_07_12,,,PCH_FMRKTPTH_09_13,PCH_GROCPTH_07_12,PCH_SUPERC_07_12,Convenience stores
18005,IN,12.7,,49045,42.33226549,18005,IN,0,-31.8420975,41.55872057,-61.32275394
18007,IN,22.1,,47520,23.48080418,18007,IN,103.8550634,-1.215356656,0,-20.97228532
18009,IN,20.8,,38637,27.13165893,18009,IN,25.50053625,-29.37130059,0,-42.2128823
18011,IN,17.8,,66023,11.67119427,18011,IN,-2.257251702,-45.02341205,,-70.22101486
18013,IN,28.9,,46770,-51.21660147,18013,IN,173.6357961,-2.433202944,0,-57.31452629
18015,IN,18.1,,49966,7.570856613,18015,IN,99.44060968,-1.393381438,0,-42.47947251
18017,IN,27.6,,38859,1.386692932,18017,IN,,-23.9599803,,-40.08968145
18019,IN,25.9,,44775,-9.201262947,18019,IN,538.2340211,-19.99745424,41.1809631,-50.9512147
18021,IN,14.9,,42233,-0.819763759,18021,IN,188.3759431,48.77035436,0,-12.48802685
18023,IN,17.6,,47229,-1.363232592,18023,IN,0,-25.14521999,2.925322512,-40.41165539
18025,IN,23.7,,39358,-100,18025,IN,0,1.762775434,0,-45.20465938
18027,IN,27.5,,42318,-22.39976569,18027,IN,-4.507668295,-26.93779108,,-43.63772455
18029,IN,22.5,,55817,-12.7405631,18029,IN,0,-14.52136794,-0.274929261,-43.01424529
18031,IN,22.2,,49551,1.204936156,18031,IN,0,-27.89148299,-3.855310652,-66.55836892
18033,IN,38.1,,46781,-4.811813065,18033,IN,-49.37274824,-13.50688783,-1.150728953,-55.06851316
18035,IN,30.6,,36362,-15.61830649,18035,IN,-2.962903413,-14.86264953,47.35310657,-53.22123601
18037,IN,21.7,,51885,3.985830591,18037,IN,0,-10.86928806,-1.956216871,-56.42498528
18039,IN,30.3,,42168,-12.26585957,18039,IN,,7.668525207,24.2329137,-54.62797934
18041,IN,28,,36734,-7.753312573,18041,IN,,-39.38074826,,-24.22593533
18043,IN,23.6,,49117,3.178318257,18043,IN,0,-3.270326634,-3.270326634,-18.95621961
18045,IN,32.9,,43947,-0.163560956,18045,IN,,-0.163560956,0,-46.75389918
18047,IN,29.3,,48938,7.861216671,18047,IN,,-49.66476555,0,-30.78905264
18049,IN,26.4,,40856,24.08124257,18049,IN,-0.616715106,-35.00506341,,-71.56471524
18051,IN,22.6,,45383,-28.39737076,18051,IN,-1.85065267,14.31296949,,-33.37186921
18053,IN,28.1,,35976,-21.22273783,18053,IN,-1.549761118,-11.70857573,98.6557046,-8.618375883
18055,IN,15,,41504,26.65671591,18055,IN,67.40390444,27.44340359,-0.877352763,-23.40522713
18057,IN,29.6,,82054,9.068224168,18057,IN,0.299637937,-28.08688516,5.549894356,-71.50902615
18059,IN,21.1,,62195,-1.846451708,18059,IN,48.29244318,16.70696291,-6.634429673,-45.78773336
18061,IN,28,,48775,-5.683037768,18061,IN,0,-37.12202518,-5.683037768,-5.683037768
18063,IN,25.1,,66080,-1.013233457,18063,IN,,-0.444343994,56.80015821,-62.42576854
18065,IN,19.1,,40732,-18.56057207,18065,IN,-2.276124801,-4.987334076,-4.987334076,-31.19772468
18067,IN,21.3,,41786,-8.734984396,18067,IN,-2.116085839,1.093555746,1.093555746,-48.67557939
18069,IN,17.8,,46530,-7.406351142,18069,IN,,2.51439695,,-23.94093129
18071,IN,14.5,,46562,3.875078337,18071,IN,-1.448087432,-12.01169835,-2.235220389,-10.38228536
18073,IN,23.2,,55267,1.814795238,18073,IN,125.1056725,28.9654073,0,-44.1976603
18075,IN,27.7,,38117,10.89789593,18075,IN,189.0079371,-0.191893663,,-55.64084163
18077,IN,30.6,,41654,-0.380905572,18077,IN,-52.00848367,-33.58727038,-0.380905572,-54.34124839
18079,IN,22.8,,41869,-0.106530308,18079,IN,273.8676097,-0.106530308,,-20.08522425
18081,IN,21.8,,58695,5.571752266,18081,IN,93.84740095,-25.01389253,19.29608006,-58.3732827
18083,IN,33.2,,39123,-7.795648557,18083,IN,0.055522698,-0.703006138,-0.703006138,-43.73170348
18085,IN,16.8,,47811,17.91415944,18085,IN,,108.806324,-1.738200466,-59.18356019
18087,IN,20.2,,44151,-1.57245276,18087,IN,96.65297217,-1.57245276,0,-54.57190127
18089,IN,30,,45252,-0.214889483,18089,IN,96.17407939,1.964617846,49.30533327,-33.6420741
18091,IN,24.9,,44039,-13.19137317,18091,IN,-1.165402977,-23.33783605,197.6295777,-45.11795021
18093,IN,21.1,,41305,-18.07997929,18093,IN,102.801499,13.97568099,,24.66090108
18095,IN,21.2,,39449,-4.650326507,18095,IN,-0.419019211,5.217607956,100.8699788,-46.82853502
18097,IN,18.3,,39393,-2.241484187,18097,IN,-100,-3.164148831,0.339779994,-56.745759
18099,IN,9.5,,43283,8.626420136,18099,IN,,-10.0266015,,-42.2670693
18101,IN,<Null>,,43854,20.26857267,18101,IN,195.7092605,-1.598440546,0,-55.27201843
18103,IN,12.1,,40466,0.438524366,18103,IN,48.73270968,12.99333991,0,-37.82377063
18105,IN,11.9,,38348,-8.45321897,18105,IN,200.3604001,-24.41739529,81.3982513,-67.3156304
18107,IN,13.9,,41853,-1.082239766,18107,IN,149.5887493,-1.082239766,,7.16090692
18109,IN,15.8,,53738,-4.762673741,18109,IN,98.97564998,13.6354461,,28.87391589
18111,IN,16.3,,48043,21.91762398,18111,IN,101.6402246,-0.249216747,0,-25.18691256
18113,IN,15.5,,45269,-10.90001354,18113,IN,110.0420177,12.76717036,0.237484763,-32.09718774
18115,IN,16.8,,47937,-4.04671821,18115,IN,99.48536917,,0,-52.02335911
18117,IN,15.6,,35999,-17.00948028,18117,IN,0,-33.60758422,-0.411376333,-18.51839882
18119,IN,10.1,,42658,-10.24455432,18119,IN,0,4.714686623,0,-38.9164328
18121,IN,14.4,,42749,-55.40713835,18121,IN,23.6126574,-24.74954596,0,-27.02986275
18123,IN,17.4,,41446,-9.633424843,18123,IN,-1.02472944,-2.68214983,,-48.09714658
18125,IN,13.8,,39684,72.32688391,18125,IN,,-26.14562118,0,121.5631365
18127,IN,17.1,,56648,17.85128809,18127,IN,-100,-18.02651604,45.31663065,-49.76709064
18129,IN,15.4,,56159,-31.64316314,18129,IN,,36.71367371,0,-40.18776775
18131,IN,11.3,,41794,16.79196722,18131,IN,-2.796512584,-29.92481967,0,-51.48641362
18133,IN,19.7,,44437,-30.75555556,18133,IN,198.004063,-50.8,-1.6,31.2
18135,IN,12.1,,40806,99.99225257,18135,IN,,-40.00232423,,-64.51750358
18137,IN,15.7,,45951,30.32858056,18137,IN,,-4.425707588,0,-25.66443924
18139,IN,17.9,,45464,2.515355367,18139,IN,-3.339841743,2.515355367,0,-29.0278309
18141,IN,15.3,,42316,12.2803844,18141,IN,-3.971486762,10.80082576,14.27541611,-60.96842969
18143,IN,14.9,,39134,-0.168130806,18143,IN,196.2265062,-0.168130806,-0.168130806,17.98311814
18145,IN,15.8,,46619,31.78925592,18145,IN,103.1641861,-30.81064064,,-31.57096327
18147,IN,10.5,,47726,10.85774618,18147,IN,0,-2.999472093,0,35.80073907
18149,IN,16.4,,38317,0.292939301,18149,IN,192.7443709,-28.36218621,0,-53.71095109
18151,IN,17.1,,45431,2.427464031,18151,IN,0,-42.7402024,-1.84034697,-46.45837107
18153,IN,16.4,,42481,0.589956579,18153,IN,-36.04356902,-19.52803474,0,-46.35202316
18155,IN,18.3,,42268,-7.885648503,18155,IN,0.467973092,38.17152724,0,-65.45711819
18157,IN,12,,41722,-5.40572266,18157,IN,301.905806,-16.9886954,37.624005,-72.68531198
18159,IN,19.1,,54171,-7.935648296,18159,IN,,2.293724116,0,16.90711328
18161,IN,14.6,,44337,20.6193969,18161,IN,0.071957006,-3.504482478,0,-27.62836186
18163,IN,17.6,,41024,-5.640534089,18163,IN,0,29.99226675,44.99137445,-55.64190827
18165,IN,21.1,,42613,-15.12364921,18165,IN,,-23.61128429,0,-7.40761732
18167,IN,17.8,,39089,-3.633082847,18167,IN,,-17.12445125,-2.49935441,-50.72548019
18169,IN,14.1,,42990,20.25614446,18169,IN,0,137.428798,,-8.955874436
18171,IN,28.4,,50349,2.469431791,18171,IN,-100,2.469431791,0,70.78238632
18173,IN,15.8,,59195,-9.084576836,18173,IN,183.862027,-14.90316392,,-51.09377237
18175,IN,12.5,,39945,-23.23395955,18175,IN,,16.42849468,0,-25.15311056
18177,IN,12.4,,36424,-0.359933281,18177,IN,0,-35.94567139,-0.359933281,-55.00126019
18179,IN,22.7,,45492,0.430348619,18179,IN,,-24.67723854,0.430348619,-16.30804282
18181,IN,17.1,,43487,27.38034503,18181,IN,0,-80.51830017,-2.59150086,-54.33976603
18183,IN,16.4,,49989,-10.82066489,18183,IN,,-38.9546218,-2.327394877,-34.88492992
,Iowa,13.7020202,30.9,46475.09091,2.210313092,,,2.000570118,-6.724006601,7.203971376,-22.35618404
19001,IA,20.8,,45540,-23.96738404,19001,IA,0.608757455,1.376821281,0,41.92754979
19003,IA,11.3,,39781,4.806954743,19003,IA,0,4.806954743,0,-30.12869684
19005,IA,15.4,,45881,102.5848142,19005,IA,,15.76275098,0,-74.67689822
19007,IA,12.6,,35352,27.22440945,19007,IA,-0.687654454,-15.18372703,,-21.70805572
19009,IA,17,,45563,0,19009,IA,-1.161735873,-48.12182741,0,-37.74619289
19011,IA,13.2,,54283,-35.74795756,19011,IA,,-38.31803926,0,-3.243983155
19013,IA,31.1,,44046,-3.856015779,19013,IA,0,-3.856015779,28.19197896,-43.67322137
19015,IA,13.7,,51723,-29.7274289,19015,IA,-100,0.389387288,0,-33.07374181
19017,IA,11.6,,55606,-19.54668628,19017,IA,-1.751102794,-22.76481882,,-40.23468123
19019,IA,14.4,,50026,33.54343743,19019,IA,0.485809256,-39.90545316,,-39.90545316
19021,IA,11.2,,44795,-14.96940559,19021,IA,-32.53728548,-24.41724942,-5.521561772,-45.30195682
19023,IA,10.9,,49703,-51.20112105,19023,IA,-0.015748031,-21.92179367,0,-11.27476554
19025,IA,13,,44859,-33.05076193,19025,IA,2.0642978,0.4238571,0,-33.05076193
19027,IA,12.8,,49536,0.760990742,19027,IA,3.511828706,-24.42925694,,-45.0394596
19029,IA,19.6,,40867,1.071194345,19029,IA,-23.72325899,-13.3675477,1.071194345,-49.46440283
19031,IA,14.2,,55413,9.653290617,19031,IA,-0.469555259,-35.02027223,0,-15.5263539
19033,IA,12.1,,43982,0.290033799,19033,IA,43.75587238,25.36254225,0.290033799,-61.42691008
19035,IA,15.3,,46305,10.03264691,19035,IA,99.69439404,-2.193202746,0,-21.7545622
19037,IA,8.4,,45083,-0.830889541,19037,IA,-4.812548563,-50.41544477,0,-36.24842899
19039,IA,18.7,,43016,-35.84489506,19039,IA,0,-3.767342583,,-19.80611882
19041,IA,16.8,,44395,0.180733779,19041,IA,-2.401856898,-33.21284415,0.180733779,-28.44233301
19043,IA,14.9,,41940,32.21941875,19043,IA,0.208424216,-33.89029063,0,-52.57346936
19045,IA,11.6,,46577,0.75333046,19045,IA,-24.8087153,-21.63629853,0.75333046,-37.36955134
19047,IA,14.3,,45637,-23.72522965,19047,IA,-26.6697437,14.41215553,,4.877809232
19049,IA,10.9,,68568,-2.218913828,19049,IA,99.18242441,-11.56749313,59.17851237,-34.55994491
19051,IA,11.1,,40145,48.03199448,19051,IA,-100,97.37599263,0,-13.64800322
19053,IA,6.9,,34250,-19.13728341,19053,IA,-2.109807755,1.078395735,0,-24.1912032
19055,IA,14.3,,45910,-0.386935245,19055,IA,-3.03094984,-25.29020143,,-31.51601798
19057,IA,11.3,,42191,-5.375970914,19057,IA,0.108440267,41.02032722,0.728805156,-24.45339613
19059,IA,9.9,,49295,2.869121897,19059,IA,-16.07353118,-26.70575065,-2.274334198,-63.35287532
19061,IA,15.8,,49493,-10.96303832,19061,IA,0.445429727,23.46780847,94.02084188,-52.52681529
19063,IA,11,,41519,19.21442688,19063,IA,-5.159165752,2.183794466,0,-48.90810277
19065,IA,20.3,,41163,-28.72076704,19065,IA,72.16224103,96.01789064,0,-29.21576171
19067,IA,14.5,,42233,-43.86314566,19067,IA,97.07676372,-32.63577479,0,-54.06984645
19069,IA,18.5,,45383,101.3075611,19069,IA,-0.266569732,0.653780557,0,-28.10444246
19071,IA,14.9,,47513,-20.57156849,19071,IA,95.80061454,-20.57156849,,-24.35387475
19073,IA,8,,46947,24.50999672,19073,IA,1.779871096,3.758330602,0,38.3444408
19075,IA,14.6,,55302,-51.45806555,19075,IA,-2.05632807,-19.09677592,0,-47.7240706
19077,IA,13.4,,48064,-12.10647013,19077,IA,-2.129404713,2.542451517,0,12.79669667
19079,IA,19.4,,46574,-49.36783107,19079,IA,1.195652174,35.01911714,0,1.264337852
19081,IA,12.3,,48195,69.30123945,19081,IA,-3.025056509,1.580743668,0,-28.89347943
19083,IA,10.8,,46411,26.46659346,19083,IA,-0.909317389,1.173274766,0,-17.79671425
19085,IA,11.2,,50845,29.51455717,19085,IA,-0.132651128,41.28860783,0,64.83670913
19087,IA,23.5,,43228,-31.11818997,19087,IA,2.770393172,-50.25202609,,-45.2772287
19089,IA,10.8,,40919,48.46282547,19089,IA,1.070687206,-34.01652201,0,-46.70565239
19091,IA,17,,46300,-15.1931633,19091,IA,-2.177056555,48.41196423,0,-1.058690513
19093,IA,10,,47035,-60.72031514,19093,IA,0.519625128,-1.800787845,0,-38.6254924
19095,IA,9.3,,52592,30.08009554,19095,IA,-0.690823775,21.95008957,0,-14.6349373
19097,IA,14.2,,42274,-49.50791396,19097,IA,-0.790371834,-49.50791396,,-32.67721861
19099,IA,11,,46565,-16.74635266,19099,IA,-20.73055138,-14.36767702,-0.09562319,-0.09562319
19101,IA,14.8,,40158,1.293650323,19101,IA,,-38.6099089,,-48.20211063
19103,IA,4.6,,51014,14.28188601,19103,IA,96.96580352,-25.61862311,176.2736856,-66.64412195
19105,IA,15.4,,46600,-15.26582822,19105,IA,-1.599916344,-1.143466253,,-15.26582822
19107,IA,9,,42999,37.83175888,19107,IA,-2.631308459,-22.46963563,0,80.90418354
19109,IA,13.2,,47930,-17.59534614,19109,IA,-4.867754643,0.716799166,0,-49.64160042
19111,IA,17.5,,40363,-4.715223215,19111,IA,95.33016246,0.578375495,,-52.22527164
19113,IA,11,,54806,-13.31851223,19113,IA,0.081168831,-8.181831475,14.41956385,-43.04619025
19115,IA,11.5,,50301,-70.18721658,19115,IA,-0.942571444,-16.52420642,0,-21.74144352
19117,IA,11.5,,39207,43.94216134,19117,IA,-8.270587538,7.956621005,0,29.54794521
19119,IA,22,,51491,-4.499447138,19119,IA,-42.33807962,-31.78531938,0,27.33407048
19121,IA,7.3,,52351,-1.986712661,19121,IA,-34.22161926,-1.986712661,0,-23.76744318
19123,IA,11.7,,45211,-17.96996836,19123,IA,-100,-26.17297153,-1.563962037,31.24805062
19125,IA,17.7,,52845,-10.10598761,19125,IA,-1.251140362,46.56632455,95.42176606,-7.174661121
19127,IA,13,,45911,-18.53021242,19127,IA,-20.38184013,-13.92539834,-4.361553712,10.7392536
19129,IA,14.3,,57359,2.089371167,19129,IA,7.978974585,2.089371167,0,2.089371167
19131,IA,16.5,,47406,0.568764569,19131,IA,-50.14630254,0.568764569,0,-12.002331
19133,IA,11.4,,43052,-25.00822008,19133,IA,-47.60844749,-0.010960105,0,-0.010960105
19135,IA,15,,42631,-29.59506387,19135,IA,,-37.41783455,0,-6.126751829
19137,IA,16.7,,41068,-37.88188529,19137,IA,-1.565095183,3.530191179,0,3.530191179
19139,IA,9,,47583,12.67053803,19139,IA,-1.973889409,-0.986496887,-0.986496887,-37.7629409
19141,IA,11.3,,44209,8.944397403,19141,IA,-51.10266615,-0.959638724,0,-0.959638724
19143,IA,4.9,,51042,4.052963023,19143,IA,-3.911202487,-30.63135798,0,-73.98675924
19145,IA,14.4,,40960,-17.14041066,19145,IA,1.112084653,1.272831413,0,-42.12981062
19147,IA,14.8,,43360,-23.82749326,19147,IA,50.78321678,-39.06199461,0,-21.00628931
19149,IA,10.4,,61292,-15.43501827,19149,IA,0,-18.68751757,,-66.0608769
19151,IA,10.8,,44225,59.73426573,19151,IA,-6.374798462,-36.10629371,0,6.48951049
19153,IA,14.3,,54328,-7.025536046,19153,IA,2.176793489,4.24125868,20.6220279,-49.32716592
19155,IA,17.4,,47870,14.6877112,19155,IA,0.128267917,-22.87666957,-3.595836966,13.54268091
19157,IA,7.3,,48929,-31.0426657,19157,IA,47.41744285,-16.99580131,,-31.84918423
19159,IA,17,,36810,297.2527473,19159,IA,2.438236719,-0.686813187,0,-33.79120879
19161,IA,17.9,,42888,-49.30562395,19161,IA,-2.882963152,-15.50937326,0,-45.92599888
19163,IA,20.8,,47800,1.473835092,19163,IA,0.043126685,-3.82703689,28.23061748,-39.11351976
19165,IA,7.8,,49056,18.79332726,19165,IA,-2.798410086,-49.08857403,0,52.7342779
19167,IA,13.5,,53705,-10.63103618,19167,IA,2.741258741,-6.568810552,,-39.9370925
19169,IA,14.5,,49192,-0.448937119,19169,IA,-3.216289919,21.57296467,87.03533026,-55.3992674
19171,IA,12.5,,48833,0.764142336,19171,IA,45.65884214,25.95517792,0,-19.38868613
19173,IA,15.9,,42768,-65.50150344,19173,IA,-1.6705807,3.495489691,0,3.495489691
19175,IA,19.4,,39977,-28.23368271,19175,IA,0,-4.311576941,,-36.20771796
19177,IA,13.2,,37833,106.0947778,19177,IA,0,23.65686669,0,20.22195373
19179,IA,12,,38569,8.265942808,19179,IA,23.40861024,-0.062206639,-0.062206639,-13.09757099
19181,IA,9.7,,62036,-0.819773517,19181,IA,-0.927997349,-5.542641445,-5.542641445,15.44788268
19183,IA,12.3,,47118,-29.80162121,19183,IA,-5.906384966,-3.477229169,,-42.0863375
19185,IA,10.6,,35867,98.07692308,19185,IA,-4.307658547,-25.72115385,0,-17.46794872
19187,IA,13.4,,39565,-10.6012395,19187,IA,-25.68002965,-26.31970289,3.152415958,-5.817359343
19189,IA,9.9,,48933,103.245283,19189,IA,0,1.622641509,0,-40.72012579
19191,IA,18.4,,51248,11.23403447,19191,IA,-51.40146101,-29.37521621,-1.125302692,-52.91681081
19193,IA,20.9,,42672,8.087668906,19193,IA,54.63149416,4.29511912,-0.919636836,-44.1961173
19195,IA,14.4,,46384,-23.96262801,19195,IA,-0.090482384,1.383162655,0,-27.58345525
19197,IA,13.9,,44456,12.91567239,19197,IA,93.10741933,-16.35876119,0,-7.994637313
,Kansas,13.72095238,31.3,43679.15238,7.115149783,,,0.07250813,-5.709112576,7.73294877,-42.30262696
20001,KS,8.2,,39662,-21.70833646,20001,KS,94.01295975,0.660710264,,-41.28125235
20003,KS,14.9,,41054,65.4246137,20003,KS,0,-0.74523178,0,-54.88419626
20005,KS,16.9,,41659,41.30005221,20005,KS,105.7575188,-2.176886933,,-44.10107825
20007,KS,11.7,,42565,-2.982925324,20007,KS,-49.99056604,-22.38634026,0,-27.23719399
20009,KS,8.5,,43675,57.92409499,20009,KS,-2.051184654,0.497151359,,-72.2766479
20011,KS,16,,37192,-41.47657049,20011,KS,50.7447006,-0.510169833,,-25.38262737
20013,KS,17.5,,40464,21.71237729,20013,KS,-49.85370395,1.426981075,,-35.4555575
20015,KS,7.5,,55182,-8.909682568,20015,KS,-2.116850127,9.181425772,,-42.67975147
20017,KS,16.8,,39683,0,20017,KS,-0.870936256,3.336960464,0,-65.55434651
20019,KS,13.9,,34772,-100,20019,KS,-0.56839712,5.712685522,0,-39.59275113
20021,KS,12.8,,36204,45.69657757,20021,KS,-2.391006959,-32.75542574,0,-22.41010662
20023,KS,11.3,,35730,0,20023,KS,,2.949962659,0,-48.52501867
20025,KS,16,,41715,89.912884,20025,KS,,-68.34785267,0,-76.2608895
20027,KS,8,,46421,52.65502286,20027,KS,-0.087265892,103.5400305,0,-76.51461187
20029,KS,13.2,,37539,18.92731723,20029,KS,0,-33.92926821,-0.893902309,-60.35756092
20031,KS,10.1,,49727,58.49447189,20031,KS,94.70430067,-33.96063671,0,15.56888575
20033,KS,16.7,,38207,0,20033,KS,0,-4.025091479,0,-4.025091479
20035,KS,12.5,,39155,-28.32157554,20035,KS,0,-24.73765432,,-47.31635802
20037,KS,13.6,,35407,-31.85445179,20037,KS,0,14.83786828,-1.567541475,-33.49158208
20039,KS,12.8,,37081,0,20039,KS,0.821508588,3.239289446,0,-100
20041,KS,17,,45037,6.1014967,20041,KS,0,-4.50865297,0,-49.7413963
20043,KS,14.7,,45202,0,20043,KS,-100,-40.59511699,0,-0.991861648
20045,KS,10.1,,47335,12.90211467,20045,KS,97.14802597,-5.427875715,201.4486462,-62.01256898
20047,KS,13.6,,41800,0,20047,KS,48.8355681,4.229607251,0,-37.46223565
20049,KS,10.6,,32619,9.705882353,20049,KS,0,0,0,9.705882353
20051,KS,24.2,,42409,-15.32005467,20051,KS,-7.313712522,17.19099577,-6.247203387,-43.0786592
20053,KS,8.4,,41622,45.24176163,20053,KS,-1.249968243,,0,-27.37911919
20055,KS,17.2,,46697,5.061155914,20055,KS,-0.557297109,9.629032258,119.2580645,-26.91397849
20057,KS,17,,43876,8.402172758,20057,KS,-3.779981783,50.31767956,-6.051450276,-53.02572514
20059,KS,12.4,,46965,-17.93204737,20059,KS,0,52.06708871,1.378059137,1.378059137
20061,KS,12.4,,43691,20.87852986,20061,KS,-22.66156613,-61.14618683,-22.29237366,-39.56073507
20063,KS,12.3,,41263,27.27494809,20063,KS,0,-28.4078417,0,-36.36252596
20065,KS,13.8,,40049,-33.38505301,20065,KS,0,,0,-0.077579519
20067,KS,12.1,,51460,56.54844545,20067,KS,90.95446253,-6.070932728,0,-82.92198777
20069,KS,19.8,,51828,-4.361525705,20069,KS,,-36.24101714,0,-72.67472163
20071,KS,14,,47625,0.077041602,20071,KS,13.10215054,0.077041602,0,-100
20073,KS,4.9,,35146,-28.3235203,20073,KS,-3.050184162,-46.24264022,0,-52.2156802
20075,KS,8.5,,42586,0,20075,KS,2.065158651,-1.818870784,0,-75.4547177
20077,KS,11,,37468,-41.72559635,20077,KS,-16.47331176,29.49867479,0,-56.83377507
20079,KS,6.4,,46941,4.513131719,20079,KS,-100,-17.30829139,-3.526339952,-45.47140954
20081,KS,16.2,,51257,0,20081,KS,0,-52.58458647,0,-43.10150376
20083,KS,16,,43338,-1.426388181,20083,KS,0,-1.426388181,0,-50.71319409
20085,KS,11.3,,50709,-43.25228642,20085,KS,0,-40.41490074,0,-44.82861179
20087,KS,12.7,,52592,93.8770124,20087,KS,0,-58.45492591,0,5.751097675
20089,KS,9.5,,37640,109.2580433,20089,KS,0,56.9435325,0,-100
20091,KS,15.6,,71389,-1.944058992,20091,KS,0,-3.458682172,22.11172093,-70.25093313
20093,KS,15.9,,49426,212.8528226,20093,KS,-4.127897141,4.284274194,0,-30.47715054
20095,KS,14.2,,46574,23.55335114,20095,KS,-1.735911856,-50.57865954,0,-83.52621985
20097,KS,10.5,,41166,-100,20097,KS,0,-100,0,8.493589744
20099,KS,17.6,,39683,-22.6390716,20099,KS,0,-14.04341289,,-31.23473031
20101,KS,13.4,,44288,0,20101,KS,,1.995305164,0,
20103,KS,16.1,,60848,0.417792715,20103,KS,-3.895486936,-5.320366869,,-34.01116479
20105,KS,17.7,,39442,-100,20105,KS,0,2.898550725,0,-22.82608696
20107,KS,16.2,,43509,1.609998941,20107,KS,35.70533279,1.609998941,0,143.8639975
20109,KS,15.2,,42297,-5.459770115,20109,KS,0,-5.459770115,0,-76.36494253
20111,KS,18,,39258,-23.35484504,20111,KS,0,58.76496385,5.843309233,-40.02212477
20113,KS,20.8,,54881,18.65513013,20113,KS,0,-34.08048326,,-62.92027184
20115,KS,12.7,,45899,-1.295861343,20115,KS,2.311595565,-17.74655112,0,-62.985948
20117,KS,13.2,,43584,1.357014568,20117,KS,0,18.24985033,,-29.82975915
20119,KS,17,,48634,50.40946315,20119,KS,-51.61566267,100.5459509,0,33.69730058
20121,KS,24.3,,58445,-35.6880624,20121,KS,0,-29.25686864,-5.67582485,-56.20663297
20123,KS,15.3,,42946,-0.708103855,20123,KS,0,-33.80540257,0,-37.94256491
20125,KS,11.9,,37495,40.67600759,20125,KS,0,-50.08270699,99.66917206,-42.95166513
20127,KS,11.1,,44417,1.520327981,20127,KS,-0.435581368,-49.23983601,0,-70.99419201
20129,KS,12.6,,49526,94.82486589,20129,KS,-1.669164736,94.82486589,0,-51.29378353
20131,KS,10,,44056,50.23687327,20131,KS,-2.956183688,-14.15035813,0,-49.92104224
20133,KS,17.5,,38363,47.82396684,20133,KS,,47.82396684,-1.450688772,-43.68610787
20135,KS,14.1,,51717,93.02477184,20135,KS,-100,44.76857888,0,-100
20137,KS,16.6,,40386,-67.68234735,20137,KS,-5.038022814,-51.52352103,0,-22.43763364
20139,KS,13,,45221,26.3396729,20139,KS,0,-24.19619626,0,-27.8059012
20141,KS,14.7,,36519,0,20141,KS,-0.594909893,1.208617972,0,-49.39569101
20143,KS,10.9,,53086,-50.83992095,20143,KS,-100,,0,-50.83992095
20145,KS,9.8,,42658,15.49148383,20145,KS,0,-53.80340647,0,-38.40454196
20147,KS,14.2,,42071,-3.696321797,20147,KS,-1.618634031,28.40490427,0,-72.48466337
20149,KS,13.9,,52861,30.95910681,20149,KS,-2.194319152,-50.11081645,0,-38.37218503
20151,KS,16,,43987,8.787777549,20151,KS,0,-3.299753289,,-67.76658443
20153,KS,10.7,,40211,-100,20153,KS,-5.024946543,-0.9375,0,-66.97916667
20155,KS,13.2,,41717,1.783172687,20155,KS,-0.23541073,-9.730760874,-2.208324281,-33.99061889
20157,KS,15.9,,38331,-32.5648415,20157,KS,,1.152737752,0,1.152737752
20159,KS,18.8,,41687,40.7571357,20159,KS,0,34.05441496,0,-13.82216181
20161,KS,12.8,,45523,15.48764403,20161,KS,0,47.06997934,,-42.05123097
20163,KS,11.3,,38487,-50.85200077,20163,KS,0,-1.704001532,0,-26.27800115
20165,KS,18.2,,38595,96.83229814,20165,KS,-10.34884764,0,0,-34.38923395
20167,KS,12.8,,36575,21.0048949,20167,KS,0,-35.46405605,0,-46.22004671
20169,KS,14.7,,43927,24.24728768,20169,KS,0,28.84903908,-3.36322069,-44.36064222
20171,KS,16.3,,46925,-8.385659307,20171,KS,-1.677581551,-54.19282965,0,-69.46188644
20173,KS,20.9,,45996,-1.715798856,20173,KS,-50.51461507,1.764349902,88.56335423,-64.27837078
20175,KS,8.5,,43449,-29.50071488,20175,KS,0.941412118,44.2030832,-3.864611203,-80.77292224
20177,KS,12.6,,45359,-8.78413556,20177,KS,-5.518620544,-22.33620685,29.43965525,-43.79593917
20179,KS,16.9,,46699,-100,20179,KS,0,93.38061466,0,-3.309692671
20181,KS,13.6,,37927,-3.647963357,20181,KS,-2.391304348,0,-3.647963357,-58.70627001
20183,KS,19.1,,38120,109.6148738,20183,KS,-5.038871293,4.807436919,0,-85.02750901
20185,KS,12.2,,39980,0.963744837,20185,KS,-2.900621562,0.963744837,0,-74.75906379
20187,KS,9.8,,49580,-1.793103448,20187,KS,0,-100,0,-100
20189,KS,7.3,,50070,-29.8818624,20189,KS,36.38114744,-12.35232801,0,-78.088082
