Obesity data- http://www.cdc.gov/obesity/data/table-adults.html ( 2014),,,,,,,,,,,
,,,,,,,,,,,
MEDHHINC 2010- Median Household Income ( 2010),,,,,,,,,,,
" Fast-food restaurants/1,000 pop (% change), 2007-12- (PCH_FFRPTH_07_12)                              Farmers' markets/1,000 pop (% change), 2009-13 (PCH_FMRKTPTH_09_13)                                    Grocery stores/1,000 pop (% change), 2007-12 (PCH_GROCPTH_07_12)                                   Supercenters & club stores (% change), 2007-12 ( PCH_SUPERC_07_12)                                 Convenience Stores ( % change), 2007-2012 (PCH_CONVSPTH_07_12)      ",,,,,,,,,,,
FIPS Code,State,POVRATE10,Obesity (%),MEDHHINC10,PCH_FFRPTH_07_12,,,PCH_FMRKTPTH_09_13,PCH_GROCPTH_07_12,PCH_SUPERC_07_12,Convenience stores
31015,NE,17.8,,34564,0,31015,NE,43.00279164,-31.90522558,0,-65.95261279
31017,NE,7.3,,34659,-100,31017,NE,,4.96195832,0,4.96195832
31019,NE,21,,45307,-9.826111796,31019,NE,111.8567024,-5.427385542,-5.427385542,-35.41382427
31021,NE,15.1,,44360,5.195975372,31021,NE,1.634835752,-29.86934975,0,-12.33668719
31023,NE,19.5,,47490,1.193490054,31023,NE,0,1.193490054,0,68.65581676
31025,NE,11,,59392,10.00145891,31025,NE,0,1.53980822,0,-11.15266781
31027,NE,17.7,,43923,-67.48608888,31027,NE,0,-21.96661331,0,-16.39279997
31029,NE,11.1,,43271,-9.276574803,31029,NE,0,-9.276574803,0,-39.51771654
31031,NE,24,,38977,-40.57621792,31031,NE,-3.764248476,-33.97357546,0,-17.46696933
31033,NE,26.6,,49417,-1.748112833,31033,NE,0,-26.31108462,,-54.65297515
31035,NE,6.1,,46199,-100,31035,NE,102.5802183,-1.481828108,0,-50.74091405
31037,NE,21.2,,45039,-6.514596827,31037,NE,93.05142953,-6.514596827,0,-53.25729841
31039,NE,11.2,,45234,27.75573192,31039,NE,0,2.204585538,0,-28.45679012
31041,NE,18.9,,39801,202.2905028,31041,NE,1.265822785,-28.02607076,0,-56.81564246
31043,NE,10.5,,43351,13.51547312,31043,NE,1.400549079,21.6237212,,-32.6391698
31045,NE,21,,36333,-23.32167832,31045,NE,-4.39057855,-4.152097902,-4.152097902,-52.07604895
31047,NE,20.7,,43899,2.30388109,31047,NE,0,-31.79741261,,2.30388109
31049,NE,16.6,,40325,0,31049,NE,,-4.361054767,0,-52.18052738
31051,NE,18.5,,43505,-100,31051,NE,-3.456495828,5.272051369,0,-78.94558973
31053,NE,25.6,,41435,5.726724886,31053,NE,-3.213227266,-13.86917671,-1.564773382,-22.65803623
31055,NE,14.9,,50270,-6.875998082,31055,NE,-3.013235708,21.20681479,47.09398457,-63.20186225
31057,NE,18.2,,37071,-1.830776843,31057,NE,0.661375661,-100,0,-75.45769421
31059,NE,16.3,,47551,-58.18402357,31059,NE,0.409683426,-16.36804713,0,-21.59504419
31061,NE,17.6,,39516,-1.944792974,31061,NE,,-34.62986198,0,47.08281054
31063,NE,20,,40359,0,31063,NE,-4.556381119,61.49823665,0,-67.70035267
31065,NE,23.8,,39234,-5.135520685,31065,NE,38.04569227,-36.75701379,0,-43.08131241
31067,NE,19,,45169,32.25144456,31067,NE,0,5.801155645,5.801155645,-27.60973561
31069,NE,12.7,,32677,0,31069,NE,0,-5.632360471,0,-37.08824031
31071,NE,24,,34998,-14.10064773,31071,NE,-2.160485354,-14.10064773,0,-48.46038864
31073,NE,23.4,,49286,0,31073,NE,140.0868681,-3.400689995,0,93.19862001
31075,NE,17.2,,40151,0,31075,NE,0,-50.79491256,0,-1.589825119
31077,NE,15.8,,34968,0,31077,NE,3.309651707,-36.72362354,0,-5.085435313
31079,NE,23.9,,46807,-1.159359325,31079,NE,0,-16.56309553,-8.219405087,-26.57552407
31081,NE,27.7,,55535,106.6141383,31081,NE,-8.208682962,3.307069138,0,-17.35434469
31083,NE,18.1,,45732,-1.085043988,31083,NE,0,-50.54252199,0,-57.60787599
31085,NE,25.9,,40125,-100,31085,NE,3.884252041,1.154249738,0,0
31087,NE,28.3,,36329,0,31087,NE,0,,0,-50.5368895
31089,NE,11.8,,44835,23.16035013,31089,NE,,-12.41930657,0,-31.78811377
31091,NE,13.1,,34687,-0.687757909,31091,NE,0,-0.687757909,0,-50.34387895
31093,NE,18.6,,45091,1.972853535,31093,NE,0,1.972853535,0,-41.72979798
31095,NE,13.5,,41131,-50.44541949,31095,NE,0,-50.44541949,,-50.44541949
31097,NE,16.6,,42038,0,31097,NE,90.52779849,-67.29571984,0,-41.13229572
31099,NE,14.9,,53293,102.7139553,31099,NE,,1.356977641,0,-49.32151118
31101,NE,11.1,,41493,-20.3715992,31101,NE,-5.161290323,-2.676399027,0,-2.676399027
31103,NE,12.4,,31764,0,31103,NE,0,4.60199005,0,
31105,NE,18.7,,40455,43.10071372,31105,NE,0,-4.599524187,0,-59.11408179
31107,NE,9.5,,36806,0,31107,NE,0,0.688207162,0,-32.87452856
31109,NE,13.6,,50197,-0.89091944,31109,NE,0,11.3084912,40.24869891,-46.03764347
31111,NE,14.8,,46616,20.51404093,31111,NE,0,76.7539267,-1.803374055,-14.47390643
31113,NE,12.9,,42257,0,31113,NE,-3.7627975,0,0,
31115,NE,19.1,,34805,0,31115,NE,0,0,0,
31117,NE,28.8,,33950,0,31117,NE,-33.59033667,-100,0,-100
31119,NE,21.1,,43491,4.017584425,31119,NE,-5.596107056,9.706046073,-2.483514601,-51.2417573
31121,NE,14.8,,43244,-35.02142245,31121,NE,0,29.9571551,0,36.45501285
31123,NE,18.5,,40465,2.311311107,31123,NE,0,2.311311107,0,2.311311107
31125,NE,10,,41950,90.52489906,31125,NE,0,-36.49170031,0,-4.737550471
31127,NE,16,,45292,-2.92144255,31127,NE,187.8571404,-2.92144255,0,-39.32590159
31129,NE,21.5,,36985,0,31129,NE,-1.188398571,-32.34189575,0,-23.88463272
31131,NE,11.4,,48980,-34.28589573,31131,NE,0,-21.14307487,,-22.55123425
31133,NE,21.9,,34294,-51.42857143,31133,NE,0,-2.857142857,0,-2.857142857
31135,NE,18.7,,45820,0,31135,NE,0,-2.081200955,0,-2.081200955
31137,NE,16.2,,49532,11.51112317,31137,NE,,-0.879001628,0,-20.7032013
31139,NE,11.6,,45521,1.088473346,31139,NE,0,26.36059168,0,51.63271002
31141,NE,19.5,,52031,-7.104072146,31141,NE,,-30.48604038,,-15.37431003
31143,NE,17.9,,48665,94.84962406,31143,NE,0,-2.57518797,0,-26.93139098
31145,NE,15,,40830,7.800556821,31145,NE,,-2.979498861,-2.979498861,-41.78769932
31147,NE,17.7,,37980,0.108564536,31147,NE,0,-49.94571773,0,-55.50730465
31149,NE,13.9,,34679,0,31149,NE,-3.384771703,-45.23982558,0,-26.98643411
31151,NE,20.6,,43489,-52.52799341,31151,NE,0,-20.87998901,,-65.47490429
31153,NE,16.5,,69501,26.61728404,31153,NE,0,-29.45608461,76.35978849,-43.14717345
31155,NE,19.4,,55070,-3.289631657,31155,NE,,-30.92116547,0,-20.35616725
31157,NE,14.5,,40088,9.698239213,31157,NE,0.251186157,-15.61673907,-1.552862244,-63.08232334
31159,NE,20.5,,55507,18.90955615,31159,NE,-0.507940394,-2.710363153,,-20.39938803
31161,NE,15.6,,36228,69.26740615,31161,NE,-4.530075188,42.18462117,0,-18.75164505
31163,NE,17.5,,37852,0,31163,NE,-2.952164009,-5.276705277,0,-36.85113685
31165,NE,11.4,,40362,0,31165,NE,-100,,0,3.346007605
31167,NE,27.3,,50352,4.220725899,31167,NE,9.665697674,-47.88963705,0,-47.88963705
31169,NE,18.8,,41488,0,31169,NE,-4.705639898,0.447993767,0,-49.77600312
31171,NE,19.4,,35901,0,31171,NE,0,-11.24260355,0,-100
31173,NE,11.7,,36343,-22.38247863,31173,NE,-27.75896845,106.980057,0,37.98670465
31175,NE,17.7,,38036,50.24828565,31175,NE,99.46434369,50.24828565,0,-57.07191839
31177,NE,10.2,,65554,47.01510962,31177,NE,-2.6808385,-60.79597077,,-36.99352445
31179,NE,11.4,,43061,-3.077245133,31179,NE,-1.034028953,-35.38483009,0,-3.077245133
31181,NE,15.5,,37647,-52.02684564,31181,NE,-7.303732304,-4.053691275,0,27.92841163
31183,NE,15.9,,34357,0,31183,NE,0,0,0,-50.55900621
31185,NE,11.4,,46247,-4.495853339,31185,NE,-100,3.462825549,,-48.26858723
,Nevada,12.90588235,27.7,51487.70588,-1.676563773,,,2.804161935,-13.79972088,17.46920648,-15.97817755
32001,NV,13.4,,48235,1.468717949,32001,NV,,1.468717949,,-28.97189744
32003,NV,17.2,,51427,-3.651778459,32003,NV,0,-21.28213409,59.2879169,-50.87226362
32005,NV,12.9,,57176,-2.598093455,32005,NV,0,-51.29904673,94.80381309,-75.20678742
32007,NV,12.9,,66210,3.223846064,32007,NV,-2.8611965,-8.245470166,,-46.72317623
32009,NV,12.5,,40929,0,32009,NV,-2.636776615,,0,0
32011,NV,13.7,,58391,53.52323838,32011,NV,-3.192380155,-23.23838081,0,130.2848576
32013,NV,11.9,,59960,42.08924801,32013,NV,-7.89261745,-17.32989207,,-20.97710271
32015,NV,13.2,,70176,-14.40834876,32015,NV,0,-14.40834876,0,-25.10730517
32017,NV,20.3,,42637,-58.78815911,32017,NV,0.662010767,3.02960222,0,-1.091581869
32019,NV,9.7,,47108,7.000701385,32019,NV,2.141538462,-32.06304674,,22.28651587
32021,NV,13.1,,39940,-74.46271223,32021,NV,74.36028027,2.149151085,0,104.2983022
32023,NV,13.9,,41054,2.569652957,32023,NV,45.11022215,17.22246052,2.569652957,23.08358355
32027,NV,13.9,,44684,88.94651059,32027,NV,-53.24117463,-5.526744703,0,-43.31604682
32029,NV,12.4,,57763,-100,32029,NV,0,0,0,-81.8678526
32031,NV,12.1,,50839,-11.73006181,32031,NV,-14.69265367,-3.795467369,70.13012086,-57.5698873
32033,NV,9.1,,49376,36.07847042,32033,NV,7.109338339,-31.96076479,0,-47.08059484
32510,NV,7.2,,49386,2.237183929,32510,NV,0,-35.51616971,0.308180459,-72.79778157
,New Hampshire,12.42,27.4,54481.5,2.186490367,,,50.47165264,-7.799362927,35.38935758,-44.83824627
33001,NH,11.1,,53851,-9.678265359,33001,NH,33.04347826,-12.32770291,1.160342798,-54.53467739
33003,NH,11.7,,48236,22.21993639,33003,NH,105.1201122,-14.44604453,0,-68.04707545
33005,NH,13.7,,49126,17.97805764,33005,NH,,-28.61917867,,-41.3080771
33007,NH,10.7,,37708,0.688559322,33007,NH,2.958359519,-20.88756053,,-29.0603332
33009,NH,11,,50834,-2.749025138,33009,NH,0,-12.76882255,43.9314428,-54.17108289
33011,NH,10.9,,67650,-1.718851814,33011,NH,,-1.416617364,-0.047403716,-57.59586824
33013,NH,10.3,,60932,9.030013738,33013,NH,65.41213469,-17.50639172,102.4843112,-41.38612043
33015,NH,14,,73402,2.135305169,33015,NH,-8.504282016,3.946214835,39.58491706,-56.93280243
33017,NH,13.2,,52527,17.78623104,33017,NH,0.616360918,-6.313411208,96.74183646,-51.95838877
33019,NH,17.6,,50549,-33.82705731,33019,NH,205.1270575,32.34588538,-0.740585968,6.611963219
,New Jersey,12.8047619,26.9,68019.85714,-1.968714977,,,29.69259525,3.49828427,39.45626401,-70.294377
34001,NJ,11.7,,51457,7.573504499,34001,NJ,17.38530214,29.72099072,47.01712282,-80.71906586
34003,NJ,12.7,,77059,-4.125644574,34003,NJ,67.08739422,1.614482594,-22.89253968,-75.11202865
34005,NJ,9.7,,73788,-8.912258492,34005,NJ,-26.42307453,-11.70776476,-1.112696528,-59.39726612
34007,NJ,12.7,,56939,-5.340708843,34007,NJ,-22.59248046,3.383649789,0.782803254,-60.79134778
34009,NJ,14.7,,51585,0.411197873,34009,NJ,14.17266866,5.695997761,0,-87.58962723
34011,NJ,13.5,,49964,-4.246108453,34011,NJ,65.05772991,-25.63021368,96.97943404,-48.10756845
34013,NJ,9,,52288,-6.151830141,34013,NJ,75.85555033,20.68720794,,-79.02959792
34015,NJ,14.3,,70012,-10.8301077,34015,NJ,-10.38430861,-25.44828799,130.489043,-51.8260058
34017,NJ,14.1,,53547,-13.95770177,34017,NJ,32.15087214,-5.77933949,171.0601838,-72.09946302
34019,NJ,13.4,,97532,15.25689284,34019,NJ,23.3162202,6.132388823,104.1007477,-81.37175715
34021,NJ,12.5,,70228,1.20858569,34021,NJ,16.91305143,12.50144734,-1.330697822,-71.15820398
34023,NJ,15.9,,75890,4.40482823,34023,NJ,163.5777632,-2.677769977,-5.250163722,-66.56746917
34025,NJ,14.6,,80462,4.238474643,34025,NJ,72.87734163,3.703176439,83.3324012,-75.36298813
34027,NJ,9.5,,91403,-11.66075994,34027,NJ,33.03843385,-6.278113359,-2.491370465,-81.22504649
34029,NJ,12.1,,56924,2.992525761,34029,NJ,99.9492981,7.167898427,143.5634055,-67.38639261
34031,NJ,13.7,,53363,-5.334254122,34031,NJ,-2.297700776,13.75840926,-3.145450749,-75.78636269
34033,NJ,13.1,,55274,-12.22462523,34033,NJ,-49.94233147,0.314714021,0,-52.35051084
34035,NJ,8.5,,93777,16.06480114,34035,NJ,-8.336322746,6.386457892,-34.74963916,-81.62853918
34037,NJ,10.9,,81330,-2.871637661,34037,NJ,-18.1210547,13.48060184,0,-70.61662988
34039,NJ,17.1,,65937,6.030856993,34039,NJ,70.45995902,4.174095442,43.31643308,-76.26352744
34041,NJ,15.2,,69658,-13.86904526,34041,NJ,9.800188743,22.26394062,,-61.79251855
,New Mexico,12.57878788,28.4,37558.12121,-0.919175284,,,25.88542997,-9.013444027,6.660269699,-19.82315906
35001,NM,13.7,,47405,5.923347303,35001,NM,-7.894941721,-9.92320606,18.83745542,-56.44016103
35003,NM,9.7,,28427,-100,35003,NM,68.16488157,-5.467468562,0,18.1656643
35005,NM,10.5,,34681,29.69663343,35005,NM,8.71290506,-36.73334955,-5.100024322,-38.59413338
35006,NM,12.6,,33782,-7.093485525,35006,NM,-16.17884805,49.31404112,-0.457305919,17.64136573
35007,NM,12.3,,36468,-0.340316116,35007,NM,-49.56821844,-40.20418967,0,-46.61088363
35009,NM,9,,36085,-0.930573266,35009,NM,24.68035471,-39.78132885,-9.671993272,-22.57599423
35011,NM,12,,31442,-2.906071614,35011,NM,53.73977564,-51.45303581,0,-2.906071614
35013,NM,22.6,,35584,4.408235557,35013,NM,-56.01192967,7.020693565,-7.573037376,-52.94627357
35015,NM,13,,43240,18.49419291,35015,NM,52.76583096,-43.48738492,-5.812308201,-3.121231293
35017,NM,14.7,,36756,33.49198653,35017,NM,19.2585677,27.13522526,1.70818021,-21.7629383
35019,NM,14.8,,28402,-68.0787892,35019,NM,0,-100,0,-4.236367586
35021,NM,12.3,,30941,0,35021,NM,-3.286513438,0.424328147,0,-100
35023,NM,12.5,,30280,-30.26004728,35023,NM,-100,-30.26004728,0,4.609929078
35025,NM,17.3,,43171,0.798474943,35025,NM,,-12.64132172,-12.64132172,-33.9956653
35027,NM,18.9,,38623,15.39711458,35027,NM,-11.07573391,2.57521296,2.57521296,-62.95895088
35028,NM,13.1,,105987,12.34429209,35028,NM,0,53.19676194,0,-75.96913538
35029,NM,11.8,,27257,-11.86219306,35029,NM,92.51463079,42.69930647,7.024479853,-17.29926557
35031,NM,15.6,,29473,2.113144151,35031,NM,-3.147797644,-11.63285602,-4.268927358,-4.268927358
35033,NM,12.7,,29321,7.205100956,35033,NM,103.5048319,7.205100956,0,328.8204038
35035,NM,13.2,,36628,8.227489179,35035,NM,0,59.76438879,-4.141366727,-37.82142707
35037,NM,12.4,,27856,-23.16113582,35037,NM,0,2.451818908,0,15.25829627
35039,NM,10.6,,36570,-3.456385373,35039,NM,0,-42.20518308,1.14092961,-49.4295352
35041,NM,14.1,,33068,-16.06053186,35041,NM,0,-6.733924286,-6.733924286,-25.38713943
35043,NM,10.6,,52778,-8.361533737,35043,NM,313.9248609,-6.894415435,,-31.59050666
35045,NM,10,,44155,5.984375688,35045,NM,-0.46808745,-4.854935462,42.71759681,-3.434859872
35047,NM,9.6,,31762,-25.99944619,35047,NM,,-21.06607594,-1.332594926,-37.21165132
35049,NM,8.4,,48507,33.45192997,35049,NM,-3.428015777,15.75480165,193.8391119,-77.90234321
35051,NM,8.6,,26240,-8.211433375,35051,NM,4.888416578,4.901219,,-27.37607915
35053,NM,13.3,,31254,13.41816736,35053,NM,91.39928226,3.107424871,3.107424871,-33.71665544
35055,NM,12.7,,32940,7.574267765,35055,NM,1.687763713,-3.554104762,0,-74.61950125
35057,NM,16.1,,36588,3.470445041,35057,NM,0.892901434,-40.87403141,0,-31.01970331
35059,NM,10.6,,33195,67.81764839,35059,NM,-7.845633968,-16.09117581,0,-40.06512558
35061,NM,5.8,,40552,6.572312212,35061,NM,225.2190459,-49.1359419,-6.749226814,-25.39938145
,New York,11.75483871,27,50271.77419,11.53370562,,,74.66138731,-1.688161771,42.529763,-53.95777375
36001,NY,8.4,,53783,9.719078873,36001,NY,-3.421795859,21.07349364,95.27982845,-59.48672216
36003,NY,15.8,,41384,12.41424798,36003,NY,194.1019695,1.708129123,0,-39.89974188
36005,NY,7.8,,32674,47.59524644,36005,NY,25.98804441,38.42911358,,-70.72257935
36007,NY,17.2,,43920,8.558005807,36007,NY,8.33123161,19.9785103,47.66585883,-46.19926074
36009,NY,12.9,,41266,-5.18317725,36009,NY,105.5558712,-8.618569379,102.0010572,-52.47033949
36011,NY,16.8,,48453,2.44782547,36011,NY,60.19911122,-23.1641309,0.47767498,-53.00237783
36013,NY,8.9,,39981,19.93730159,36013,NY,,-24.05514494,201.067104,-69.21604254
36015,NY,11.5,,46130,2.455807221,36015,NY,-13.85691717,7.293998118,98.08122729,-47.42288411
36017,NY,15.7,,41418,42.22391338,36017,NY,90.29635526,2.401217632,,-13.35281585
36019,NY,26.1,,44193,7.777787983,36019,NY,4.627522876,-12.2738935,100.5168149,-25.44887653
36021,NY,14.2,,50620,5.350622753,36021,NY,103.3087247,-18.46327723,,-40.74508435
36023,NY,6.6,,41903,21.32684324,36023,NY,46.82459373,-26.76001536,,-56.36766873
36025,NY,14.2,,40252,-5.718193869,36025,NY,-1.731798445,4.901460119,0,-45.98177686
36027,NY,12,,68831,21.74617734,36027,NY,50.43607944,-12.64845857,-1.852200644,-69.03670616
36029,NY,19.9,,46773,10.21204408,36029,NY,149.9182924,17.28109618,78.56992708,-60.43248244
36031,NY,9.8,,42053,-27.12712713,36031,NY,79.95147485,-2.836169503,-2.836169503,-64.667698
36033,NY,11.6,,41062,-21.27826416,36033,NY,24.18457784,-18.77916144,,-25.7409476
36035,NY,15,,39939,0.273099681,36035,NY,305.5033745,10.30040965,0,-54.42131833
36037,NY,9.3,,47387,-5.651941352,36037,NY,66.59318588,-12.72804575,93.93767611,-42.95950703
36039,NY,8.3,,45070,27.96005999,36039,NY,38.02652842,8.79195384,,-63.26505455
36041,NY,14.4,,45474,-30.01255756,36041,NY,-2.98742774,39.97488489,0,-63.25659272
36043,NY,10.1,,42876,14.61185557,36043,NY,-14.42404415,-31.68234492,-3.216655299,-54.83443914
36045,NY,9.9,,43448,2.086753445,36045,NY,53.58836548,1.586328183,194.250054,-55.34416524
36047,NY,10,,42047,69.59920089,36047,NY,48.39421991,57.5837714,97.9397693,-79.53551432
36049,NY,13.4,,41093,4.743975904,36049,NY,-3.272503273,-67.77108434,,-48.2035284
36051,NY,11.4,,50094,6.899153624,36051,NY,13.2406603,4.889084068,,-41.56179602
36053,NY,15.4,,50270,-31.89779125,36053,NY,0.233045061,-9.674965231,-3.223177033,-64.09892051
36055,NY,18.7,,49564,7.895428582,36055,NY,28.64486942,8.86805353,53.53187036,-59.47404883
36057,NY,18.5,,40035,-2.673154322,36057,NY,402.8147022,-28.62697984,,-36.62437956
36059,NY,8.7,,90294,28.01523434,36059,NY,3.03474257,1.365915131,0.283716749,-67.44310322
36061,NY,15.3,,63188,27.13873286,36061,NY,44.71693433,18.19136444,0.380522392,-95.77215041
36063,NY,12.6,,44006,-4.019706085,36063,NY,19.87060394,-3.455371476,198.6849445,-58.97459724
36065,NY,15.1,,46409,24.64287981,36065,NY,48.3604133,25.11770983,31.84446842,-59.25639691
36067,NY,9.5,,50298,13.55855038,36067,NY,284.3226565,5.384767882,-2.979102585,-57.85727129
36069,NY,10.3,,53137,8.61288956,36069,NY,35.81144885,-14.94863675,139.2069592,-63.01337774
36071,NY,11.3,,65512,25.91299747,36071,NY,117.4525435,-5.765378786,25.5720778,-60.93313135
36073,NY,14.3,,44783,-15.2181743,36073,NY,9.014627394,9.902366649,,-32.55991137
36075,NY,11.6,,44371,44.69498767,36075,NY,192.0406079,-4.201939195,199.36894,-37.08913579
36077,NY,7.6,,42837,-1.866314817,36077,NY,112.3935187,6.385166219,0.785946945,-27.37483235
36079,NY,9.5,,82585,-14.57584557,36079,NY,14.98903705,5.815726774,0,-56.05356419
36081,NY,5.7,,52486,44.98279557,36081,NY,39.63100351,34.52035983,-16.48304353,-75.85202607
36083,NY,11.1,,51720,1.785561598,36083,NY,180.2859557,21.44868145,,-40.97821088
36085,NY,11.2,,69163,27.7853683,36085,NY,78.5820417,29.76483183,2.576009925,-69.09568932
36087,NY,13.6,,79798,18.01669613,36087,NY,11.26425524,-9.482436347,-6.530776663,-76.34420891
36089,NY,6.9,,40008,6.861729813,36089,NY,29.71739223,-5.837970836,192.9485352,-51.5855362
36091,NY,5.7,,65508,16.24553826,36091,NY,-1.832570735,-5.784866172,-2.644361711,-53.95989519
36093,NY,12.3,,52062,19.67837495,36093,NY,39.62843057,66.63788969,-3.117505995,-33.33773348
36095,NY,11.4,,47350,-18.07551271,36095,NY,132.9287462,-50.26013271,-0.520265429,-23.47712725
36097,NY,17,,46870,13.56571003,36097,NY,198.9699519,-48.89543049,2.20913903,-71.38144107
36099,NY,16.4,,45961,-2.914601331,36099,NY,136.8178756,-51.45730067,,-48.22112071
36101,NY,6.8,,45231,5.994726139,36101,NY,133.5523509,-18.88158714,-2.657904566,-37.8667476
36103,NY,16.5,,81235,23.96454357,36103,NY,422.3079995,-0.934520635,12.03444751,-63.32785476
36105,NY,4,,43882,14.63224966,36105,NY,32.25269624,-0.507858789,-0.507858789,-48.77632334
36107,NY,11.7,,50043,4.841911328,36107,NY,95.51464823,-23.19273895,0,-55.33051397
36109,NY,7.7,,50156,28.50991916,36109,NY,23.83853367,8.218879296,,-71.15083447
36111,NY,6.8,,51194,16.36162334,36111,NY,-50.95246384,17.6086825,-0.143571464,-61.56320013
36113,NY,5.7,,50269,22.31260698,36113,NY,194.6727312,-2.833027675,100.8117428,-67.49450206
36115,NY,11,,46629,32.57698541,36115,NY,-24.16549638,-17.13938412,0,-47.11024518
36117,NY,15.6,,50213,28.59887011,36117,NY,-3.557569749,-20.00246068,,-34.36099338
36119,NY,11.2,,76993,21.54133555,36119,NY,-2.534750613,12.1194635,18.11490428,-77.58845406
36121,NY,5.2,,46846,-17.49187351,36121,NY,112.6895836,-11.21932589,0,-45.52094998
36123,NY,5.7,,43820,52.12673611,36123,NY,31.6578334,-19.32673085,0,-70.95762311
,North Carolina,16.341,29.7,40068.74,6.894999204,,,39.7340178,-12.78899132,24.08990682,-11.91178769
37001,NC,10.9,,41519,-7.589749777,37001,NC,48.76976108,22.72665642,88.18087318,-42.09819287
37003,NC,7.4,,40441,-18.68392868,37003,NC,-0.755699436,-25.94429219,-1.259056251,-35.4386137
37005,NC,16.4,,32210,0.329459138,37005,NC,19.76830536,0.329459138,0,-21.96597623
37007,NC,23.1,,32268,4.301027044,37007,NC,61.17916323,-59.02459652,,32.38207279
37009,NC,22.8,,31965,-17.0138218,37009,NC,13.95702527,-5.948998044,-5.948998044,-10.42761718
37011,NC,27.6,,35568,41.5559966,37011,NC,-29.85536333,-19.11085909,0,-40.2523391
37013,NC,17.9,,38194,-3.481592186,37013,NC,117.4516076,-12.2559929,-3.481592186,-19.56799349
37015,NC,19.8,,30586,41.34266208,37015,NC,-1.179222763,-26.71121225,0,57.04740231
37017,NC,18.6,,31637,-3.224714567,37017,NC,93.19760101,-28.00292775,0,76.72008644
37019,NC,25.4,,44186,-1.429169197,37019,NC,46.52871622,-20.0481039,33.25316016,-66.30379858
37021,NC,16.6,,42846,4.370679782,37021,NC,0,-9.119408081,363.8696879,-53.07984766
37023,NC,18.9,,38541,-14.12228606,37023,NC,-49.83069461,-26.39053091,0,-7.111860434
37025,NC,23.7,,49355,1.437955967,37025,NC,90.171151,1.274609822,5.848301879,-46.2300293
37027,NC,13.5,,36860,-9.820452278,37027,NC,90.51555523,-22.51238862,,-3.140485781
37029,NC,25.2,,59522,-6.57086224,37029,NC,,-100,0,227.0019822
37031,NC,18,,43356,9.584598,37031,NC,,-12.59798123,-53.17748995,-52.7045353
37033,NC,18.3,,37115,-14.22664427,37033,NC,0,-83.3218475,0,100.13783
37035,NC,3.2,,41782,-3.102909828,37035,NC,-100,-8.388205656,202.3189213,-37.19945112
37037,NC,30.7,,53958,3.787099738,37037,NC,-4.627773769,0.20823423,-6.949496787,-25.10569254
37039,NC,32.6,,32963,-33.36213375,37039,NC,-11.64388455,-21.43746295,-1.79682869,-41.07809721
37041,NC,21.8,,36176,29.70078527,37041,NC,-1.057400144,-20.18413214,0,17.90980479
37043,NC,21.8,,35314,139.0751554,37043,NC,133.3670284,-100,0,-56.53178993
37045,NC,24.6,,38392,-10.67165163,37045,NC,46.30904431,-4.748445739,0.854586864,-10.78248085
37047,NC,21,,32518,17.12542073,37047,NC,0,-18.79304163,-6.299663416,21.81043756
37049,NC,24.5,,41791,2.100748159,37049,NC,,-27.86360184,-7.825713468,-19.67669316
37051,NC,13.8,,43356,8.880887943,37051,NC,0,5.194816216,42.90616543,-17.2648516
37053,NC,23.9,,53939,-0.863895004,37053,NC,518.6057963,-11.87901778,0,-35.0487588
37055,NC,25.7,,50203,-7.476889696,37055,NC,-1.824906026,-7.068939474,0,-74.65516531
37057,NC,16.5,,40618,10.47423359,37057,NC,-2.537788975,5.819420381,91.15766262,-28.31587652
37059,NC,21.2,,46957,6.679129284,37059,NC,100.1624695,-51.10539908,,-37.77050792
37061,NC,27.4,,34672,-21.78749963,37061,NC,-2.684121303,-36.0261856,,-23.94721365
37063,NC,18.6,,48023,3.20191667,37063,NC,103.6932926,-0.902705016,220.1604915,-53.44605098
37065,NC,23.8,,33146,-25.1656718,37065,NC,88.14323884,28.62150159,-6.457089752,1.560873983
37067,NC,18.9,,44443,4.850052727,37067,NC,-5.956857879,-1.433557954,13.35140835,-46.19395173
37069,NC,22.5,,45592,1.520647713,37069,NC,-2.728599687,-53.46970313,,102.5436452
37071,NC,13.2,,40332,8.881496989,37071,NC,0,-13.24793159,143.1686766,-9.518631959
37073,NC,17.2,,43010,-100,37073,NC,,,0,77.99814643
37075,NC,30,,31863,-24.18582375,37075,NC,-2.865368124,-39.348659,0,3.973727422
37077,NC,16.5,,45828,13.44562843,37077,NC,,-18.55185651,,35.74690582
37079,NC,15,,38428,28.6480937,37079,NC,0,92.97214056,0,125.134164
37081,NC,12.6,,42415,-0.038255823,37081,NC,285.7889222,-0.680867036,48.51459135,-51.52866799
37083,NC,17.3,,30861,38.23017486,37083,NC,-7.329234729,-14.17709143,2.170129245,54.63587129
37085,NC,15.6,,40956,3.743398698,37085,NC,50.62867003,-5.846327232,-11.07708683,-12.78714285
37087,NC,16,,39987,-6.39751587,37087,NC,-2.256201708,-21.28882016,,-42.58879894
37089,NC,15.7,,43589,8.44463328,37089,NC,67.39486051,-2.822341606,-7.047457189,-41.60673593
37091,NC,9.5,,32410,28.87210372,37091,NC,0,-28.56002946,0,17.66583383
37093,NC,14.8,,43679,-28.26669531,37093,NC,-8.034482759,-37.2333584,,132.469043
